[run number],1,2,3,4,5,6,7,8,9,10
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,20.108,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,20.108,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,20.108,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,20.108,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,20.108,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,20.108,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,20.108,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,20.108,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,0,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,26.324,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,0,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,44.64643151
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,28.77,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,37.26,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,66.32252612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,72.08852612
,113.7909752,88.91379832,43.934,85.68805055,40.506,78.31649959,37.176,56.794,38.296,72.08852612
