[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,0,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,31.564,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,0,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,0,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,0,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,0,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,0,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,0,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,68.55674689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.00682892,32.482,5.47,0,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,0,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,0,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,117.6059058,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,117.6059058,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
,56.62929086,128.2159413,117.6059058,81.04882892,32.482,5.47,85.81292911,0,43.836,39.48119708,0,12.096,50.20405941,72.68474689,0,0,83.62756487,0,73.25944801,0
