[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,0,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,0,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,0,108.5514971,0
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,85.12999635,108.5514971,0
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,0,0,0,85.12999635,108.5514971,0
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.17889725,0,0,85.12999635,108.5514971,0
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.17889725,0,0,85.12999635,108.5514971,0
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.17889725,0,0,85.12999635,108.5514971,0
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.17889725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.17889725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.17889725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.17889725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.30489725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.30489725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.30489725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.30489725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.34089725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.34089725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.34089725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.34089725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.34089725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.34089725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.34089725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,0,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,0,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,108.5514971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.46689725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,120.258283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
,83.40794314,110.2773382,56.21228049,0,0,72.67046153,0,91.07622424,0,96.85089725,0,0,85.12999635,125.4634971,127.510283
